B01003_001E,NAME,GEOID,state,congressional district
762463,"Congressional District 11 (114th Congress), Virginia",50000US5111,51,11
697086,"Congressional District 1 (114th Congress), Washington",50000US5301,53,01
685784,"Congressional District 2 (114th Congress), Washington",50000US5302,53,02
685412,"Congressional District 3 (114th Congress), Washington",50000US5303,53,03
691843,"Congressional District 4 (114th Congress), Washington",50000US5304,53,04
680713,"Congressional District 5 (114th Congress), Washington",50000US5305,53,05
678377,"Congressional District 6 (114th Congress), Washington",50000US5306,53,06
699468,"Congressional District 7 (114th Congress), Washington",50000US5307,53,07
691393,"Congressional District 8 (114th Congress), Washington",50000US5308,53,08
694619,"Congressional District 9 (114th Congress), Washington",50000US5309,53,09
694428,"Congressional District 10 (114th Congress), Washington",50000US5310,53,10
617878,"Congressional District 1 (114th Congress), West Virginia",50000US5401,54,01
624133,"Congressional District 2 (114th Congress), West Virginia",50000US5402,54,02
611870,"Congressional District 3 (114th Congress), West Virginia",50000US5403,54,03
713727,"Congressional District 1 (114th Congress), Wisconsin",50000US5501,55,01
726365,"Congressional District 2 (114th Congress), Wisconsin",50000US5502,55,02
715142,"Congressional District 3 (114th Congress), Wisconsin",50000US5503,55,03
714688,"Congressional District 4 (114th Congress), Wisconsin",50000US5504,55,04
715229,"Congressional District 5 (114th Congress), Wisconsin",50000US5505,55,05
711646,"Congressional District 6 (114th Congress), Wisconsin",50000US5506,55,06
710394,"Congressional District 7 (114th Congress), Wisconsin",50000US5507,55,07
717501,"Congressional District 8 (114th Congress), Wisconsin",50000US5508,55,08
575251,"Congressional District (at Large) (114th Congress), Wyoming",50000US5600,56,00
3638965,"Resident Commissioner District (at Large) (114th Congress), Puerto Rico",50000US7298,72,98
